11beat	Eleven Beat	Hudson
vsavh	뱀파이어 세이비어 2: 뱀파이어의 제왕 (히스패닉판 970519)	Capcom
vsavj	뱀파이어 세이비어 2: 뱀파이어의 제왕 (일본판 970519)	Capcom
vsavu	뱀파이어 세이비어 2: 뱀파이어의 제왕 (미국판 970519)	Capcom
vsgradus	Vs. 그라디우스 (미국판 세트 GR E)	Konami
vshoot	J-리그 싸커 브이 슛 (일본판)	Namco
vsnetscr	버서스 넷 축구 (ver EAD)	Konami
vsnetscra	버서스 넷 축구 (ver AAA)	Konami
vsnetscreb	버서스 넷 축구 (ver EAB)	Konami
vsnetscrj	버서스 넷 축구 (ver JAB)	Konami
vsnetscru	버서스 넷 축구 (ver UAB)	Konami
vstrik3	버추어 스트라이커 3 (GDS-0006)	Sega
vstrik3c	버추어 스트라이커 3 (세계판, 개정판 B)	Amusement Vision / Sega
vstrik3co	버추어 스트라이커 3 (세계판)	Amusement Vision / Sega
vstriker	버추어 스트라이커 (개정판 A)	Sega
vstrikero	버추어 스트라이커	Sega
vtenis2c	버추어 테니스 2 / Power Smash 2 (개정판 A)	Sega
vtennis	버추어 테니스 / Power Smash	Sega
vtennis2	버추어 테니스 2 / Power Smash 2 (개정판 A) (GDS-0015A)	Sega
vtennis3	버추어 테니스 3 (일본판)	Sega
vtennisg	버추어 테니스 / Power Smash (GDS-0011)	Sega
vulcan	불칸 벤쳐 (New)	Konami
vulcana	불칸 벤쳐 (Old)	Konami
vulcanb	불칸 벤쳐 (Oldest)	Konami
wackygtr	와키 게이터	Data East
waidrive	와이와이 드라이브	MOSS / Sammy
wakuwak7	와쿠 와쿠 7	Sunsoft
wakuwak7h	와쿠 와쿠 7 (보스 핵)	hack
wardner	와드너 (세계판)	Toaplan / Taito Corporation Japan
wardnerj	와드너의 숲 (일본판)	Toaplan / Taito Corporation
warfa	전쟁 : 마지막 습격 (EPROM 1.9 Mar 25 1999, GUTS 1.3 Apr 20 1999, GAME Apr 20 1999)	Atari Games
warfaa	전쟁 : 마지막 습격 (EPROM 1.6 Jan 14 1999, GUTS 1.1 Mar 16 1999, GAME Mar 16 1999)	Atari Games
warfab	전쟁 : 마지막 습격	Atari Games
warfac	전쟁 : 마지막 습격 (EPROM 1.91 Apr 13 1999, GUTS 1.3 Apr 7 1999, GAME Apr 7 1999)	Atari Games
wargods	전쟁의 신들 (HD 10/09/1996 - Dual Resolution)	Midway
wargodsa	전쟁의 신들 (HD 08/15/1996)	Midway
wargodsb	전쟁의 신들 (HD 12/11/1995)	Midway
warriorb	워리어 블레이드 - 라스탄 사가 에피소드 3	Taito Corporation
warzard	워자드 (일본판 961121)	Capcom
warzardr1	워자드 (일본판 961023)	Capcom
waverunr	웨이브 러너 (일본판, 개정판 A)	Sega
waveshrk	웨이브 샤크 (UAB, USA v1.04)	Konami
wb3	원더보이 III - 몬스터 레어 (세트 6, 세계판, System 16B) (8751 317-0098)	Sega / Westone
wb32	원더보이 III - 몬스터 레어 (set 2, Japan, System 16B) (FD1094 317-0085)	Sega / Westone
wb32d	원더보이 III - 몬스터 레어 (set 2, Japan, System 16B) (bootleg of FD1094 317-0085 set)	bootleg
wb33	원더보이 III - 몬스터 레어 (세트 3, World, System 16B) (FD1094 317-0089)	Sega / Westone
wb33d	원더보이 III - 몬스터 레어 (세트 3, World, System 16B) (bootleg of FD1094 317-0089 set)	bootleg
wb34	원더보이 III - 몬스터 레어 (set 4, Japan, System 16B) (FD1094 317-0087)	Sega / Westone
wb34d	원더보이 III - 몬스터 레어 (set 4, Japan, System 16B) (bootleg of FD1094 317-0087 set)	bootleg
wbbc97	비치 페스티발 월드 챔피언십 1997	Comad
wbdeluxe	원더보이 디럭스	hack (Vision Electronics)
wbeachvl	월드 비치 발리볼 (세트 1)	Playmark
wbml	원더보이 인 몬스터랜드 (일본판 신버전., MC-8123, 317-0043)	Sega / Westone
wbmlb	원더보이 인 몬스터랜드 (English bootleg 세트 1)	bootleg
wbmlbg	원더보이 인 몬스터랜드 (English bootleg 세트 2)	bootleg (Galaxy Electronics)
wbmlbge	원더보이 인 몬스터랜드 (English bootleg 세트 3)	bootleg (Gecas)
wbmld	원더보이 인 몬스터랜드 (decrypted bootleg of Japan New Ver., MC-8123, 317-0043)	bootleg (mpatou)
wbmljb	원더보이 인 몬스터랜드 (일본판 bootleg)	bootleg
wbmljo	원더보이 인 몬스터랜드 (일본판 Old Ver., MC-8123, 317-0043)	Sega / Westone
wbmljod	원더보이 인 몬스터랜드 (decrypted bootleg of Japan Old Ver., MC-8123, 317-0043)	bootleg (mpatou)
wbmlkb	원더보이 인 몬스터랜드 (한국어 번역판)	hack
wbmlvc	원더보이 인 몬스터랜드 (English, Virtual Console)	Sega
wbmlvcd	원더보이 인 몬스터랜드 (decrypted bootleg of English, Virtual Console release)	bootleg (mpatou)
wboy	원더보이 (세트 1, 315-5177)	Escape (Sega license)
wboy2	원더보이 (set 2, 315-5178)	Escape (Sega license)
wboy2u	원더보이 (set 2, not encrypted)	Escape (Sega license)
wboy3	원더보이 (세트 3, 315-5135)	Escape (Sega license)
wboy4	원더보이 (315-5162, 4-D Warriors Conversion)	Escape (Sega license)
wboy5	원더보이 (set 5, bootleg)	bootleg
wboy6	원더보이 (세트 6, 315-5179)	Escape (Sega license)
wboyo	원더보이 (set 2, 315-5135)	Escape (Sega license)
wboysys2	원더보이 (system 2, set 1, 315-5177)	Escape (Sega license)
wboysys2a	원더보이 (system 2, set 2, 315-5176)	Escape (Sega license)
wboyu	원더보이 (prototype?)	Escape (Sega license)
wboyub	원더보이 (US bootleg)	bootleg
wccf116	월드컵 챔피온 풋볼 Serie A 2001-2002 버전.2 (일본판) (CDP-10001C)	Hitmaker / Sega
wccf1dup	월드컵 챔피온 풋볼 Serie A 2001-2002 DIMM FIRM 버전.3.03 (CDP-10003)	Hitmaker / Sega
wccf212e	월드컵 챔피온 풋볼 Serie A 2002-2003 버전.2.12 (수출판) (CDV-10002)	Hitmaker / Sega
wccf234j	월드컵 챔피온 풋볼 Serie A 2002-2003 버전.2.34 (일본판) (CDV-10008)	Hitmaker / Sega
wccf2chk	월드컵 챔피온 풋볼 Serie A 2002-2003 Drive Checker (CDV-10007)	Hitmaker / Sega
wccf310j	월드컵 챔피온 풋볼 European Clubs 2004-2005 (일본판) (CDV-10013)	Sega
wccf322e	월드컵 챔피온 풋볼 European Clubs 2004-2005 버전.3.22 (수출판) (CDV-10015P)	Sega
wccf331e	월드컵 챔피온 풋볼 European Clubs 2004-2005 버전.1.1 (수출판) (CDV-10015)	Sega
wccf420e	월드컵 챔피온 풋볼 European Clubs 2005-2006 (수출판) (CDV-10027)	Sega
wcombat	월드 콤뱃 (ver AAD:B)	Konami
wcombatb	월드 컴뱃 (버전 AAD:B, alt)	Konami
wcombatj	월드 콤뱃 (ver JAA)	Konami
wcombatk	월드 콤뱃 (ver KBC:B)	Konami
wcombatu	월드 컴뱃 / Warzaid (버전 UCD:B)	Konami
wcvol95	월드컵 발리 '95 (아시아판 v1.0)	Data East Corporation
wcvol95j	월드컵 발리 '95 (일본판 v1.0)	Data East Corporation
wcvol95x	월드컵 발리 '95 Extra 버전 (아시아판 v2.0B)	Data East Corporation
wecleman	WEC 르망 24 (v2.00, 세트 1)	Konami
weclemana	WEC 르망 24 (v2.00)	Konami
weclemanb	WEC 르망 24 (v2.00, hack)	hack
weclemanc	WEC 르망 24 (v1.26)	Konami
westvent	웨스턴 벤쳐 (버전 AA.02.D)	Astro Corp.
wexpress	웨스턴 익스프레스 (일본판, 개정판 4)	Data East Corporation
wexpressb1	웨스턴 익스프레스 (bootleg 세트 1)	bootleg
wexpressb2	웨스턴 익스프레스 (bootleg 세트 2)	bootleg
wexpressb3	웨스턴 익스프레스 (bootleg 세트 3)	bootleg
wg3dh	웨인 그레츠키의 3D 핫키	Atari Games
wgp	월드 그랑프리 (세계판)	Taito Corporation Japan
wgp2	월드 그랑프리 2 (일본판)	Taito Corporation
wgpj	월드 그랑프리 (일본판)	Taito Corporation
wgpjoy	월드 그랑프리 (joystick version) (일본판, 세트 1)	Taito Corporation
wgpjoya	월드 그랑프리 (조이스틱 버전) (일본판, 세트 2)	Taito Corporation
wgpu	월드 그랑프리 (미국판)	Taito America Corporation
wh1	월드 히어로즈 (ALM-005)	Alpha Denshi Co.
wh1bs	월드 히어로즈 (보스 핵 by Yumeji)	Yumeji
wh1h	월드 히어로즈 (ALH-005)	Alpha Denshi Co.
wh1ha	월드 히어로즈 (세트 3)	Alpha Denshi Co.
wh1s02	월드 히어로즈 (Simple Attack Edition)(ALM-005)	Unknown
wh2	월드 히어로즈 2 (ALM-006 ~ ALH-006)	ADK
wh2bs	월드 히어로즈 2 (보스 핵 by Yumeji)	Yumeji
wh2h	월드 히어로즈 2 (ALH-006)	ADK
wh2j	월드 히어로즈 2 Jet (ADM-007 ~ ADH-007)	ADK / SNK
wh2jb	월드 히어로즈 2 Jet (보스 핵 by 0days (EGCG))	0days
wh2s02	월드 히어로즈 2 (Easy 스페셜 Attacks)(ALM-006)(ALH-006)	Hacks
wh2s03	월드 히어로즈 2 Jet (Easy 스페셜 Attacks Alt)(ADM-007)(ADH-007)	Hacks
wh2s04	월드 히어로즈 2 Jet (Super Remix Edition 1.0)(ADM-007)(ADH-007)	Hacks
wh2s05	월드 히어로즈 2 (Boss With Simple Attack Edition)(ALM-006)(ALH-006)	Unknown
wheelfir	휠즈 & 파이어	TCH
whp	월드 히어로즈 퍼팩트	ADK / SNK
whpbh	월드 히어로즈 퍼팩트 (보스 핵)	Dodowang
whpbho2	월드 히어로즈 퍼팩트 (Add Char - 구버전 - BugFix)	Creamymami, Dodowang
whpeh	월드 히어로즈 퍼팩트 (Add Char - Pow hack)	Creamymami, Dodowang, Fighters Kim
whps01	월드 히어로즈 퍼팩트 (Always Maximum 히로 Power)	Hacks
whps06	월드 히어로즈 퍼팩트 (Maximum 히로 Power)	Hacks
whps09	월드 히어로즈 퍼팩트 (Super Remix Edition 1.0)	Hacks
whps10	월드 히어로즈 퍼팩트 Plus (Add Boss Hack)	Unknown
wildfang	와일드 팡 / Tecmo Knight	Tecmo
wildfangs	와일드 팡	Tecmo
willow	윌로우 (세계판)	Capcom
willowj	윌로우 (일본판)	Capcom
willows01	윌로우 (Ex 휠즈 & 파이어 버전)	LB70
willowu	윌로우 (미국판)	Capcom
willowuo	윌로우 (미국판 Old Ver.)	Capcom
winbingo	윈 윈 빙고 (세트 1)	Astro Corp.
windheat	와인딩 히트 (EAA, Euro v2.11)	Konami
windheata	와인딩 히트 (AAA, Asia v2.11)	Konami
windheatj	와인딩 히트 (JAA, Japan v2.11)	Konami
windheatu	와인딩 히트 (UBC, USA v2.22)	Konami
wingforc	윙 포스 (일본판, 시험판)	A.I (Atlus license)
winrun	위닝 런	Namco
winrun91	위닝 런 '91 (일본판)	Namco
winrungp	위닝 런 Suzuka Grand Prix (일본판)	Namco
winspike	위닝 스파이크 (버전 EAA)	Konami
winspikej	위닝 스파이크 (ver JAA)	Konami
winterht	윈터 히트 (JUET 971012 V1.000)	Sega
wivernwg	와이번 윙스	SemiCom
wiz	위즈	Seibu Kaihatsu
wizdfire	다크 실 2 - 위자드 파이어 (O버전 Sea v2.1)	Data East Corporation
wizdfireu	위자드 파이어 (US v1.1)	Data East Corporation
wizt	위즈 (Taito, 세트 1)	Seibu Kaihatsu (Taito license)
wizta	위즈 (Taito, 세트 2)	Seibu Kaihatsu (Taito license)
wjammers	윈드잼머 / Flying Power Disc	Data East Corporation
wjammersk	윈드잼머 (한국판 hack by Aneue Bannzai)	Aneue Bannzai
wldcourt	월드 코트 (일본판)	Namco
wldkicks	월드 킥스 (세계판, WK2 버전.A)	Namco
wldkicksj	월드 킥스 (일본판, WK1 버전.A)	Namco
wldkickspj	월드 킥스 PCB (일본판, WKC1 버전.A)	Namco
wldkickspw	월드 킥스 PCB (세계판, WKC2 버전.A)	Namco
wldkicksu	월드 킥스 (미국판, WK3 버전.A)	Namco
wldrider	와일드 라이더스	Wow Entertainment / Sega
wlstar	원더 리그 스타 - Sok-Magicball Fighting (한국판)	Mijin
wmatch	워터 매치 (315-5064)	Sega
wndrmomo	원더 모모	Namco
wndrplnt	원더 플래닛 (일본판)	Data East Corporation
wof	천지를 먹다 (세계판 921031)	Capcom
wofa	삼국지 II (아시아판 921005)	Capcom
wofabl	삼국지 II (해적판)	bootleg
wofch	천지를 먹다 II: 적벽의 전투 (CPS Changer, Japan 921031)	Capcom
wofhfh	천지를 먹다 (Chinese bootleg of 삼국지 II)	bootleg
wofj	천지를 먹다 II: 적벽의 전투 (일본판 921031)	Capcom
wofr1	워리어즈 오브 페이트 (세계판 921002)	Capcom
wofu	워리어즈 오브 페이트 (미국판 921031)	Capcom
wolffang	울프 팡 -공아 2001- (일본판)	Data East Corporation
wonder3	월더 3 (일본판 910520)	Capcom
wondl96	원더 리그 '96 (한국판)	SemiCom
wontame	원! 만족의 행복한 채널 (Ver E)	Capcom / Tomy
wontmuch	원! 만족의 음악 채널(v1.00)	Capcom
worldwar	월드 워즈 (세계판)	SNK
wpksoc	월드 PK 싸커	Jaleco
wpksocv2	월드 PK 싸커 V2 (버전 1.1)	Jaleco
wrally	월드 랠리 (버전 1.0, Checksum 0E56)	Gaelco
wrally2	월드 랠리 2: Twin Racing (mask ROM 버전)	Gaelco
wrally2a	월드 랠리 2: Twin Racing (EPROM version)	Gaelco
wrallya	월드 랠리 (Version 1.0, Checksum 3873)	Gaelco
wrallyat	월드 랠리 (US, 930217)	Gaelco (Atari license)
wrallyb	월드 랠리 (Version 1.0, Checksum 8AA2)	Gaelco
wrecking	Vs. 레킹 크루	Nintendo
wrestwar	레슬 워 (세트 3, 세계판) (8751 317-0103)	Sega
wrestwar1	레슬 워 (세트 1, 일본판) (FD1094 317-0090)	Sega
wrestwar1d	레슬 워 (세트 1, 일본판) (bootleg of FD1094 317-0090 set)	bootleg
wrestwar2	레슬 워 (set 2, World) (FD1094 317-0102)	Sega
wrestwar2d	레슬 워 (set 2, World) (bootleg of FD1094 317-0102 set)	bootleg
wrofaero	워 오브 에어로 - 프로젝트 MEIOU	Yang Cheng
wrungp	웨이브 러너 GP	CRI / Sega
wrungpo	웨이브 러너 GP (미국판, 개정판 A)	CRI / Sega
ws	월드 스타디움 (일본판)	Namco
ws89	월드 스타디움 '89 (일본판)	Namco
ws90	월드 스타디움 '90 (일본판)	Namco
wsbbgd	월드 시리즈 베이스볼 / 휠즈 & 파이어 메이져리그 (GDS-0010)	Sega
wsjr	누가 조니 락을 쐈어? v1.6	American Laser Games
wsjr_15	누가 조니 락을 쐈어? v1.5	American Laser Games
wswe	월드 싸커 위닝일레븐 아케이드 게임 스타일	Konami
wswe2k3	월드 싸커 위닝일레븐 아케이드 게임 2003	Konami
wwfmania	WWF: 레슬매니아 (개정판 1.30 08/10/95)	Midway
wwfmaniab	WWF: 레슬매니아 (rev 1.20 08/02/95)	Midway
wwfmaniac	WWF: 레슬매니아 (rev 1.1 07/11/95)	Midway
wwfmaniap	WWF: 레슬매니아 (proto 2.01 06/07/95)	Midway
wwfroyal	WWF 로얄 럼블	Sega
wwfsstar	WWF 휠즈 & 파이어스타즈 (유럽판)	Technos Japan
wwfsstarb	WWF 슈퍼스타즈 (bootleg)	bootleg
wwfsstarj	WWF 슈퍼스타즈 (일본판)	Technos Japan
wwfsstaru4	WWF 슈퍼스타즈 (US revision 4)	Technos Japan
wwfsstaru6	WWF 슈퍼스타즈 (US revision 6)	Technos Japan
wwfsstaru7	WWF 슈퍼스타즈 (US revision 7)	Technos Japan
wwfwfest	WWF 레슬페스트 (세계판)	Technos Japan (Tecmo license)
wwfwfestj	WWF 레슬페스트 (일본판)	Technos Japan (Tecmo license)
wwfwfestk	WWF 레슬페스트 (한국판)	Technos Japan (Tecmo license)
wwfwfestu	WWF 레슬페스트 (US, rev 2)	Technos Japan
wwfwfestu1	WWF 레슬페스트 (미국판)	Technos Japan
wwfwfestub	WWF 레슬페스트 (US bootleg)	bootleg
x2222	X2222 (final debug)	Oriental Soft / Promat
x2222o	X2222 (5-level prototype)	Oriental Soft / Promat
xevious	제비우스 (Namco)	Namco
xeviousa	제비우스 (Atari, harder)	Namco (Atari license)
xeviousb	제비우스 (Atari)	Namco (Atari license)
xeviousc	제비우스 (Atari, Namco PCB)	Namco (Atari license)
xexex	젝세스 (버전 EAA)	Konami
xexexa	젝세스 (ver AAA)	Konami
xexexj	젝세스 (ver JAA)	Konami
xiistag	트웰브(XII) 스태그 (V2.01J 2002/6/26 22:27)	Triangle Service
xmcota	엑스맨: 칠드런 오브 아톰 (유럽판 950331)	Capcom
xmcotaa	엑스맨: 칠드런 오브 아톰 (아시아판 950105)	Capcom
xmcotaar1	엑스맨: 칠드런 오브 아톰 (아시아판 941219)	Capcom
xmcotaar2	엑스맨: 칠드런 오브 아톰 (아시아판 941217)	Capcom
xmcotab	엑스맨: 칠드런 오브 아톰 (Brazil 950331)	Capcom
xmcotah	엑스맨: 칠드런 오브 아톰 (히스패닉판 950331)	Capcom
xmcotahr1	엑스맨: 칠드런 오브 아톰 (히스패닉판 950105)	Capcom
xmcotaj	엑스맨: 칠드런 오브 아톰 (일본판 950105)	Capcom
xmcotaj1	엑스맨: 칠드런 오브 아톰 (일본판 941222)	Capcom
xmcotaj2	엑스맨: 칠드런 오브 아톰 (일본판 941219)	Capcom
xmcotaj2s01	엑스맨: 칠드런 오브 아톰 (히든 캐릭터 활성)(일본판 941219)	yumeji
xmcotaj3	엑스맨: 칠드런 오브 아톰 (일본판 941217)	Capcom
xmcotajb	엑스맨: 칠드런 오브 아톰 (보스 핵 by Yumeji)	Yumeji
xmcotajphp	엑스맨: 칠드런 오브 아톰 (Power hack by Pipi899)	Pipi899
xmcotajr	엑스맨: 칠드런 오브 아톰 (일본판 941208 rent version)	Capcom
xmcotar1	엑스맨: 칠드런 오브 아톰 (Euro 950105)	Capcom
xmcotar1d	엑스맨: 칠드런 오브 아톰 (Euro 950105 Phoenix Edition) (bootleg)	bootleg
xmcotau	엑스맨: 칠드런 오브 아톰 (미국판 950105)	Capcom
xmen	엑스맨 (4인용 버전 UBB)	Konami
xmen2pa	엑스맨 (2인용 버전 AAA)	Konami
xmen2pe	엑스맨 (2 Players ver EAA)	Konami
xmen2pj	엑스맨 (2 Players ver JAA)	Konami
xmen2pu	엑스맨 (2 Players ver UAB)	Konami
xmen6p	엑스맨 (6인용 버전 ECB)	Konami
xmen6pu	엑스맨 (6 Players ver UCB)	Konami
xmena	엑스맨 (4 Players ver AEA)	Konami
xmenaa	엑스맨 (4 Players ver ADA)	Konami
xmene	엑스맨 (4 Players ver EBA)	Konami
xmenj	엑스맨 (4 Players ver JBA)	Konami
xmenja	엑스맨 (4 Players ver JEA)	Konami
xmvsf	엑스맨 Vs. 스트리트 파이터 (유럽판 961004)	Capcom
xmvsfa	엑스맨 Vs. 스트리트 파이터 (아시아판 961023)	Capcom
xmvsfar1	엑스맨 Vs. 스트리트 파이터 (아시아판 961004)	Capcom
xmvsfar2	엑스맨 Vs. 스트리트 파이터 (아시아판 960919)	Capcom
xmvsfar3	엑스맨 Vs. 스트리트 파이터 (아시아판 960910)	Capcom
xmvsfb	엑스맨 Vs. 스트리트 파이터 (Brazil 961023)	Capcom
xmvsfh	엑스맨 Vs. 스트리트 파이터 (히스패닉판 961004)	Capcom
xmvsfj	엑스맨 Vs. 스트리트 파이터 (일본판 961023)	Capcom
xmvsfjphp	엑스맨 Vs. 스트리트 파이터 (Power hack by Pipi899)	Pipi899
xmvsfjr1	엑스맨 Vs. 스트리트 파이터 (일본판 961004)	Capcom
xmvsfjr2	엑스맨 Vs. 스트리트 파이터 (일본판 960910)	Capcom
xmvsfjr3	엑스맨 Vs. 스트리트 파이터 (일본판 960909)	Capcom
xmvsfjs01	엑스맨 Vs. 스트리트 파이터 (Move The Order To Modify)(2008-07-20)(일본판 961023)	pipi899
xmvsfr1	엑스맨 Vs. 스트리트 파이터 (Euro 960910)	Capcom
xmvsfrm	엑스맨 Vs. 스트리트 파이터 (Easy Moves hack by Blackheart 2009-04-22)	Blackheart
xmvsfryh	엑스맨 Vs. 스트리트 파이터 (ST Char hack by Ydmis)	Ydmis
xmvsfs03	엑스맨 Vs. 스트리트 파이터 (Enhanced Boss Hack)(유럽판 960910)	Blackheart
xmvsfu	엑스맨 Vs. 스트리트 파이터 (미국판 961023)	Capcom
xmvsfu1d	엑스맨 Vs. 스트리트 파이터 (미국판 961004 Phoenix Edition) (bootleg)	bootleg
xmvsfur1	엑스맨 Vs. 스트리트 파이터 (미국판 961004)	Capcom
xmvsfur2	엑스맨 Vs. 스트리트 파이터 (미국판 960910)	Capcom
xplan	X-Plan (버전 101)	Subsino
xrally	익스트림 랠리 / Off Beat Racer!	SNK
xsedae	X 세대 퀴즈 (한국판)	Dream Island
xsleena	자인드 슬리나 (세계판)	Technos Japan (Taito license)
xsleenab	자인드 슬리나 (bootleg)	bootleg
xsleenaba	자인드 슬리나 (bootleg, bugfixed)	bootleg
xsleenaj	자인드 슬리나 (일본판)	Technos Japan
xtrial	엑스트라이얼 레이싱 (버전 JAB)	Konami
xtrmhnt2	익스트림 헌팅 2	Sega
xtrmhunt	익스트림 헌팅	Sammy
xyonix	자이오닉스	Philko
yiear	이얼 쿵푸 (program code I)	Konami
yiear2	이얼 쿵푸 (program code G)	Konami
yorijori	요리 조리 쿡 쿡	Golden Bell Entertainment
youjyudn	요수전 (일본판)	Irem
youma	요마인법첩 (일본판)	Nichibutsu
youma2	요마인법첩 (일본판, alt)	Nichibutsu
youmab	요마인법첩 (Game Electronics bootleg, 세트 1)	bootleg
youmab2	요마인법첩 (Game Electronics bootleg, 세트 2)	bootleg
zedblade	제드 블레이드 / Operation Ragnarok	NMK
zerogu2	제로 거너 2	Psikyo
zerogun	제로 거너 (수출판, Model 2B)	Psikyo
zeroguna	제로 거너 (Export, Model 2A)	Psikyo
zerogunaj	제로 거너 (일본판, Model 2A)	Psikyo
zerogunj	제로 거너 (일본판, Model 2B)	Psikyo
zeroteam	제로 팀 USA (미국판)	Seibu Kaihatsu (Fabtek license)
zeroteama	제로 팀 (일본판?, earlier?)	Seibu Kaihatsu
zeroteamb	제로 팀 (일본판?, later batteryless)	Seibu Kaihatsu
zeroteamc	제로 팀 (대만판)	Seibu Kaihatsu (Liang Hwa license)
zeroteamd	제로 팀 (한국판)	Seibu Kaihatsu (Dream Soft license)
zeroteams	제로 팀 Selection	Seibu Kaihatsu
zeroteamsr	제로 팀 Suicide Revival Kit	Seibu Kaihatsu
zerowing	제로윙 (2P 세트)	Toaplan
zerowing1	제로윙 (1P 세트)	Toaplan
zerowingw	제로윙 (2P set, Williams license)	Toaplan (Williams license)
zingzip	징 징 집	Allumer / Tecmo
zingzipbl	징 징 집 (bootleg)	bootleg
